student_id,label_date,dropped,reason
S1997,2025-09-12,0,
S1998,2025-09-12,0,
S1999,2025-09-12,0,
S2000,2025-09-12,1,
S2001,2025-09-12,1,
S2002,2025-09-12,0,
S2003,2025-09-12,0,
S2004,2025-09-12,0,
S2005,2025-09-12,1,
S2006,2025-09-12,1,
S2007,2025-09-12,0,
S2008,2025-09-12,1,
S2009,2025-09-12,0,
S2010,2025-09-12,1,
S2011,2025-09-12,0,
S2012,2025-09-12,0,
S2013,2025-09-12,1,
S2014,2025-09-12,0,
S2015,2025-09-12,1,
S2016,2025-09-12,0,
S2017,2025-09-12,0,
S2018,2025-09-12,0,
S2019,2025-09-12,0,
S2020,2025-09-12,0,
S2021,2025-09-12,1,
S2022,2025-09-12,1,
S2023,2025-09-12,1,
S2024,2025-09-12,0,
S2025,2025-09-12,0,
S2026,2025-09-12,1,
S2027,2025-09-12,0,
S2028,2025-09-12,0,
S2029,2025-09-12,0,
S2030,2025-09-12,0,
S2031,2025-09-12,0,
S2032,2025-09-12,0,
S2033,2025-09-12,0,
S2034,2025-09-12,0,
S2035,2025-09-12,1,
S2036,2025-09-12,1,
S2037,2025-09-12,0,
S2038,2025-09-12,0,
S2039,2025-09-12,1,
S2040,2025-09-12,0,
S2041,2025-09-12,0,
S2042,2025-09-12,0,
S2043,2025-09-12,0,
S2044,2025-09-12,0,
S2045,2025-09-12,0,
S2046,2025-09-12,1,
S2047,2025-09-12,1,
S2048,2025-09-12,0,
S2049,2025-09-12,1,
S2050,2025-09-12,0,
S2051,2025-09-12,0,
S2052,2025-09-12,0,
S2053,2025-09-12,0,
S2054,2025-09-12,0,
S2055,2025-09-12,1,
S2056,2025-09-12,0,
S2057,2025-09-12,0,
S2058,2025-09-12,0,
S2059,2025-09-12,1,
S2060,2025-09-12,0,
S2061,2025-09-12,0,
S2062,2025-09-12,0,
S2063,2025-09-12,0,
S2064,2025-09-12,0,
S2065,2025-09-12,0,
S2066,2025-09-12,0,
S2067,2025-09-12,1,
S2068,2025-09-12,0,
S2069,2025-09-12,1,
S2070,2025-09-12,0,
S2071,2025-09-12,0,
S2072,2025-09-12,0,
S2073,2025-09-12,1,
S2074,2025-09-12,1,
S2075,2025-09-12,0,
S2076,2025-09-12,1,
S2077,2025-09-12,1,
S2078,2025-09-12,0,
S2079,2025-09-12,0,
S2080,2025-09-12,1,
S2081,2025-09-12,0,
S2082,2025-09-12,0,
S2083,2025-09-12,1,
S2084,2025-09-12,0,
S2085,2025-09-12,1,
S2086,2025-09-12,1,
S2087,2025-09-12,1,
S2088,2025-09-12,1,
S2089,2025-09-12,0,
S2090,2025-09-12,0,
S2091,2025-09-12,0,
S2092,2025-09-12,1,
S2093,2025-09-12,1,
S2094,2025-09-12,0,
S2095,2025-09-12,0,
S2096,2025-09-12,1,
S2097,2025-09-12,1,
S2098,2025-09-12,0,
S2099,2025-09-12,1,
S2100,2025-09-12,1,
S2101,2025-09-12,0,
S2102,2025-09-12,1,
S2103,2025-09-12,1,
S2104,2025-09-12,1,
S2105,2025-09-12,0,
S2106,2025-09-12,0,
S2107,2025-09-12,0,
S2108,2025-09-12,0,
S2109,2025-09-12,1,
S2110,2025-09-12,0,
S2111,2025-09-12,0,
S2112,2025-09-12,0,
S2113,2025-09-12,0,
S2114,2025-09-12,0,
S2115,2025-09-12,0,
S2116,2025-09-12,0,
S2117,2025-09-12,0,
S2118,2025-09-12,0,
S2119,2025-09-12,0,
S2120,2025-09-12,0,
S2121,2025-09-12,0,
S2122,2025-09-12,1,
S2123,2025-09-12,0,
S2124,2025-09-12,0,
S2125,2025-09-12,1,
S2126,2025-09-12,1,
S2127,2025-09-12,0,
S2128,2025-09-12,1,
S2129,2025-09-12,1,
S2130,2025-09-12,0,
S2131,2025-09-12,0,
S2132,2025-09-12,0,
S2133,2025-09-12,0,
S2134,2025-09-12,1,
S2135,2025-09-12,1,
S2136,2025-09-12,0,
S2137,2025-09-12,0,
S2138,2025-09-12,1,
S2139,2025-09-12,1,
S2140,2025-09-12,1,
S2141,2025-09-12,1,
S2142,2025-09-12,1,
S2143,2025-09-12,0,
S2144,2025-09-12,0,
S2145,2025-09-12,0,
S2146,2025-09-12,1,
S2147,2025-09-12,0,
S2148,2025-09-12,1,
S2149,2025-09-12,0,
S2150,2025-09-12,1,
S2151,2025-09-12,0,
S2152,2025-09-12,0,
S2153,2025-09-12,1,
S2154,2025-09-12,1,
S2155,2025-09-12,0,
S2156,2025-09-12,0,
S2157,2025-09-12,0,
S2158,2025-09-12,1,
S2159,2025-09-12,0,
S2160,2025-09-12,1,
S2161,2025-09-12,1,
S2162,2025-09-12,0,
S2163,2025-09-12,1,
S2164,2025-09-12,1,
S2165,2025-09-12,1,
S2166,2025-09-12,1,
S2167,2025-09-12,0,
S2168,2025-09-12,0,
S2169,2025-09-12,0,
S2170,2025-09-12,0,
S2171,2025-09-12,0,
S2172,2025-09-12,1,
S2173,2025-09-12,1,
S2174,2025-09-12,1,
S2175,2025-09-12,0,
S2176,2025-09-12,0,
S2177,2025-09-12,1,
S2178,2025-09-12,1,
S2179,2025-09-12,0,
S2180,2025-09-12,0,
S2181,2025-09-12,0,
S2182,2025-09-12,1,
S2183,2025-09-12,0,
S2184,2025-09-12,0,
S2185,2025-09-12,0,
S2186,2025-09-12,0,
S2187,2025-09-12,0,
S2188,2025-09-12,0,
S2189,2025-09-12,0,
S2190,2025-09-12,1,
S2191,2025-09-12,0,
S2192,2025-09-12,0,
S2193,2025-09-12,0,
S2194,2025-09-12,0,
S2195,2025-09-12,0,
S2196,2025-09-12,0,
S2197,2025-09-12,1,
S2198,2025-09-12,0,
S2199,2025-09-12,0,
S2200,2025-09-12,1,
S2201,2025-09-12,0,
S2202,2025-09-12,1,
S2203,2025-09-12,0,
S2204,2025-09-12,0,
S2205,2025-09-12,0,
S2206,2025-09-12,0,
S2207,2025-09-12,0,
S2208,2025-09-12,0,
S2209,2025-09-12,0,
S2210,2025-09-12,0,
S2211,2025-09-12,0,
S2212,2025-09-12,1,
S2213,2025-09-12,0,
S2214,2025-09-12,0,
S2215,2025-09-12,0,
S2216,2025-09-12,1,
S2217,2025-09-12,0,
S2218,2025-09-12,1,
S2219,2025-09-12,1,
S2220,2025-09-12,1,
S2221,2025-09-12,0,
S2222,2025-09-12,0,
S2223,2025-09-12,1,
S2224,2025-09-12,1,
S2225,2025-09-12,1,
S2226,2025-09-12,0,
S2227,2025-09-12,1,
S2228,2025-09-12,1,
S2229,2025-09-12,0,
S2230,2025-09-12,0,
S2231,2025-09-12,1,
S2232,2025-09-12,0,
S2233,2025-09-12,1,
S2234,2025-09-12,1,
S2235,2025-09-12,1,
S2236,2025-09-12,0,
S2237,2025-09-12,1,
S2238,2025-09-12,0,
S2239,2025-09-12,1,
S2240,2025-09-12,1,
S2241,2025-09-12,1,
S2242,2025-09-12,1,
S2243,2025-09-12,0,
S2244,2025-09-12,1,
S2245,2025-09-12,1,
S2246,2025-09-12,1,
S2247,2025-09-12,0,
S2248,2025-09-12,1,
S2249,2025-09-12,0,
S2250,2025-09-12,0,
S2251,2025-09-12,0,
S2252,2025-09-12,0,
S2253,2025-09-12,1,
S2254,2025-09-12,0,
S2255,2025-09-12,1,
S2256,2025-09-12,0,
S2257,2025-09-12,0,
S2258,2025-09-12,1,
S2259,2025-09-12,1,
S2260,2025-09-12,1,
S2261,2025-09-12,1,
S2262,2025-09-12,0,
S2263,2025-09-12,1,
S2264,2025-09-12,0,
S2265,2025-09-12,1,
S2266,2025-09-12,0,
S2267,2025-09-12,0,
S2268,2025-09-12,0,
S2269,2025-09-12,0,
S2270,2025-09-12,0,
S2271,2025-09-12,0,
S2272,2025-09-12,0,
S2273,2025-09-12,1,
S2274,2025-09-12,0,
S2275,2025-09-12,0,
S2276,2025-09-12,0,
S2277,2025-09-12,1,
S2278,2025-09-12,0,
S2279,2025-09-12,1,
S2280,2025-09-12,0,
S2281,2025-09-12,0,
S2282,2025-09-12,0,
S2283,2025-09-12,1,
S2284,2025-09-12,0,
S2285,2025-09-12,0,
S2286,2025-09-12,1,
S2287,2025-09-12,1,
S2288,2025-09-12,1,
S2289,2025-09-12,1,
S2290,2025-09-12,0,
S2291,2025-09-12,0,
S2292,2025-09-12,0,
S2293,2025-09-12,1,
S2294,2025-09-12,0,
S2295,2025-09-12,0,
S2296,2025-09-12,0,
S2297,2025-09-12,0,
S2298,2025-09-12,1,
S2299,2025-09-12,0,
S2300,2025-09-12,0,
S2301,2025-09-12,0,
S2302,2025-09-12,0,
S2303,2025-09-12,1,
S2304,2025-09-12,0,
S2305,2025-09-12,1,
S2306,2025-09-12,0,
S2307,2025-09-12,0,
S2308,2025-09-12,1,
S2309,2025-09-12,0,
S2310,2025-09-12,1,
S2311,2025-09-12,0,
S2312,2025-09-12,1,
S2313,2025-09-12,0,
S2314,2025-09-12,1,
S2315,2025-09-12,1,
S2316,2025-09-12,1,
S2317,2025-09-12,0,
S2318,2025-09-12,1,
S2319,2025-09-12,1,
S2320,2025-09-12,0,
S2321,2025-09-12,1,
S2322,2025-09-12,1,
S2323,2025-09-12,1,
S2324,2025-09-12,0,
S2325,2025-09-12,0,
S2326,2025-09-12,0,
S2327,2025-09-12,1,
S2328,2025-09-12,0,
S2329,2025-09-12,0,
S2330,2025-09-12,0,
S2331,2025-09-12,0,
S2332,2025-09-12,0,
S2333,2025-09-12,0,
S2334,2025-09-12,0,
S2335,2025-09-12,0,
S2336,2025-09-12,1,
S2337,2025-09-12,1,
S2338,2025-09-12,0,
S2339,2025-09-12,0,
S2340,2025-09-12,0,
S2341,2025-09-12,1,
S2342,2025-09-12,0,
S2343,2025-09-12,0,
S2344,2025-09-12,0,
S2345,2025-09-12,1,
S2346,2025-09-12,1,
S2347,2025-09-12,0,
S2348,2025-09-12,0,
S2349,2025-09-12,0,
S2350,2025-09-12,0,
S2351,2025-09-12,0,
S2352,2025-09-12,1,
S2353,2025-09-12,1,
S2354,2025-09-12,0,
S2355,2025-09-12,0,
S2356,2025-09-12,0,
S2357,2025-09-12,1,
S2358,2025-09-12,1,
S2359,2025-09-12,0,
S2360,2025-09-12,0,
S2361,2025-09-12,0,
S2362,2025-09-12,1,
S2363,2025-09-12,1,
S2364,2025-09-12,0,
S2365,2025-09-12,0,
S2366,2025-09-12,0,
S2367,2025-09-12,0,
S2368,2025-09-12,0,
S2369,2025-09-12,0,
S2370,2025-09-12,0,
S2371,2025-09-12,1,
S2372,2025-09-12,0,
S2373,2025-09-12,0,
S2374,2025-09-12,0,
S2375,2025-09-12,1,
S2376,2025-09-12,1,
S2377,2025-09-12,0,
S2378,2025-09-12,0,
S2379,2025-09-12,0,
S2380,2025-09-12,1,
S2381,2025-09-12,0,
S2382,2025-09-12,1,
S2383,2025-09-12,0,
S2384,2025-09-12,1,
S2385,2025-09-12,0,
S2386,2025-09-12,0,
S2387,2025-09-12,0,
S2388,2025-09-12,1,
S2389,2025-09-12,0,
S2390,2025-09-12,1,
S2391,2025-09-12,1,
S2392,2025-09-12,1,
S2393,2025-09-12,1,
S2394,2025-09-12,0,
S2395,2025-09-12,0,
S2396,2025-09-12,0,
S2397,2025-09-12,1,
S2398,2025-09-12,0,
S2399,2025-09-12,0,
S2400,2025-09-12,1,
S2401,2025-09-12,0,
S2402,2025-09-12,0,
S2403,2025-09-12,0,
S2404,2025-09-12,0,
S2405,2025-09-12,0,
S2406,2025-09-12,0,
S2407,2025-09-12,1,
S2408,2025-09-12,0,
S2409,2025-09-12,0,
S2410,2025-09-12,1,
S2411,2025-09-12,1,
S2412,2025-09-12,0,
S2413,2025-09-12,1,
S2414,2025-09-12,1,
S2415,2025-09-12,0,
S2416,2025-09-12,0,
S2417,2025-09-12,0,
S2418,2025-09-12,0,
S2419,2025-09-12,0,
S2420,2025-09-12,0,
S2421,2025-09-12,0,
S2422,2025-09-12,0,
S2423,2025-09-12,1,
S2424,2025-09-12,0,
S2425,2025-09-12,0,
S2426,2025-09-12,1,
S2427,2025-09-12,0,
S2428,2025-09-12,0,
S2429,2025-09-12,0,
S2430,2025-09-12,0,
S2431,2025-09-12,1,
S2432,2025-09-12,0,
S2433,2025-09-12,1,
S2434,2025-09-12,0,
S2435,2025-09-12,1,
S2436,2025-09-12,1,
S2437,2025-09-12,1,
S2438,2025-09-12,0,
S2439,2025-09-12,0,
S2440,2025-09-12,0,
S2441,2025-09-12,1,
S2442,2025-09-12,0,
S2443,2025-09-12,1,
S2444,2025-09-12,0,
S2445,2025-09-12,0,
S2446,2025-09-12,0,
S2447,2025-09-12,1,
S2448,2025-09-12,1,
S2449,2025-09-12,0,
S2450,2025-09-12,0,
S2451,2025-09-12,0,
S2452,2025-09-12,1,
S2453,2025-09-12,1,
S2454,2025-09-12,1,
S2455,2025-09-12,0,
S2456,2025-09-12,1,
S2457,2025-09-12,0,
S2458,2025-09-12,1,
S2459,2025-09-12,0,
S2460,2025-09-12,0,
S2461,2025-09-12,0,
S2462,2025-09-12,0,
S2463,2025-09-12,0,
S2464,2025-09-12,0,
S2465,2025-09-12,0,
S2466,2025-09-12,0,
S2467,2025-09-12,1,
S2468,2025-09-12,1,
S2469,2025-09-12,1,
S2470,2025-09-12,0,
S2471,2025-09-12,0,
S2472,2025-09-12,0,
S2473,2025-09-12,1,
S2474,2025-09-12,0,
S2475,2025-09-12,1,
S2476,2025-09-12,1,
S2477,2025-09-12,0,
S2478,2025-09-12,0,
S2479,2025-09-12,0,
S2480,2025-09-12,1,
S2481,2025-09-12,1,
S2482,2025-09-12,1,
S2483,2025-09-12,1,
S2484,2025-09-12,1,
S2485,2025-09-12,1,
S2486,2025-09-12,1,
S2487,2025-09-12,1,
S2488,2025-09-12,0,
S2489,2025-09-12,0,
S2490,2025-09-12,0,
S2491,2025-09-12,1,
S2492,2025-09-12,0,
S2493,2025-09-12,0,
S2494,2025-09-12,0,
S2495,2025-09-12,0,
S2496,2025-09-12,0,
S2497,2025-09-12,0,
S2498,2025-09-12,1,
S2499,2025-09-12,1,
S2500,2025-09-12,0,
S2501,2025-09-12,0,
S2502,2025-09-12,0,
S2503,2025-09-12,0,
S2504,2025-09-12,1,
S2505,2025-09-12,0,
S2506,2025-09-12,0,
S2507,2025-09-12,1,
S2508,2025-09-12,0,
S2509,2025-09-12,1,
S2510,2025-09-12,1,
S2511,2025-09-12,0,
S2512,2025-09-12,0,
S2513,2025-09-12,0,
S2514,2025-09-12,1,
S2515,2025-09-12,1,
S2516,2025-09-12,1,
S2517,2025-09-12,0,
S2518,2025-09-12,0,
S2519,2025-09-12,0,
S2520,2025-09-12,0,
S2521,2025-09-12,0,
S2522,2025-09-12,0,
S2523,2025-09-12,1,
S2524,2025-09-12,0,
S2525,2025-09-12,1,
S2526,2025-09-12,0,
S2527,2025-09-12,0,
S2528,2025-09-12,0,
S2529,2025-09-12,0,
S2530,2025-09-12,0,
S2531,2025-09-12,0,
S2532,2025-09-12,1,
S2533,2025-09-12,1,
S2534,2025-09-12,0,
S2535,2025-09-12,1,
S2536,2025-09-12,0,
S2537,2025-09-12,0,
S2538,2025-09-12,1,
S2539,2025-09-12,0,
S2540,2025-09-12,1,
S2541,2025-09-12,1,
S2542,2025-09-12,0,
S2543,2025-09-12,0,
S2544,2025-09-12,0,
S2545,2025-09-12,0,
S2546,2025-09-12,0,
S2547,2025-09-12,0,
S2548,2025-09-12,1,
S2549,2025-09-12,0,
S2550,2025-09-12,0,
S2551,2025-09-12,1,
S2552,2025-09-12,1,
S2553,2025-09-12,0,
S2554,2025-09-12,1,
S2555,2025-09-12,0,
S2556,2025-09-12,0,
S2557,2025-09-12,0,
S2558,2025-09-12,1,
S2559,2025-09-12,1,
S2560,2025-09-12,0,
S2561,2025-09-12,1,
S2562,2025-09-12,0,
S2563,2025-09-12,0,
S2564,2025-09-12,0,
S2565,2025-09-12,1,
S2566,2025-09-12,1,
S2567,2025-09-12,1,
S2568,2025-09-12,0,
S2569,2025-09-12,0,
S2570,2025-09-12,1,
S2571,2025-09-12,1,
S2572,2025-09-12,0,
S2573,2025-09-12,0,
S2574,2025-09-12,1,
S2575,2025-09-12,1,
S2576,2025-09-12,0,
S2577,2025-09-12,0,
S2578,2025-09-12,0,
S2579,2025-09-12,0,
S2580,2025-09-12,1,
S2581,2025-09-12,1,
S2582,2025-09-12,0,
S2583,2025-09-12,0,
S2584,2025-09-12,1,
S2585,2025-09-12,1,
S2586,2025-09-12,0,
S2587,2025-09-12,0,
S2588,2025-09-12,0,
S2589,2025-09-12,1,
S2590,2025-09-12,0,
S2591,2025-09-12,0,
S2592,2025-09-12,0,
S2593,2025-09-12,0,
S2594,2025-09-12,1,
S2595,2025-09-12,0,
S2596,2025-09-12,1,
S2597,2025-09-12,1,
S2598,2025-09-12,0,
S2599,2025-09-12,0,
S2600,2025-09-12,1,
S2601,2025-09-12,0,
S2602,2025-09-12,0,
S2603,2025-09-12,0,
S2604,2025-09-12,1,
S2605,2025-09-12,0,
S2606,2025-09-12,0,
S2607,2025-09-12,0,
S2608,2025-09-12,0,
S2609,2025-09-12,1,
S2610,2025-09-12,1,
S2611,2025-09-12,1,
S2612,2025-09-12,0,
S2613,2025-09-12,0,
S2614,2025-09-12,0,
S2615,2025-09-12,0,
S2616,2025-09-12,1,
S2617,2025-09-12,1,
S2618,2025-09-12,0,
S2619,2025-09-12,1,
S2620,2025-09-12,1,
S2621,2025-09-12,1,
S2622,2025-09-12,1,
S2623,2025-09-12,1,
S2624,2025-09-12,0,
S2625,2025-09-12,0,
S2626,2025-09-12,0,
S2627,2025-09-12,0,
S2628,2025-09-12,0,
S2629,2025-09-12,0,
S2630,2025-09-12,0,
S2631,2025-09-12,0,
S2632,2025-09-12,1,
S2633,2025-09-12,1,
S2634,2025-09-12,0,
S2635,2025-09-12,1,
S2636,2025-09-12,0,
S2637,2025-09-12,0,
S2638,2025-09-12,1,
S2639,2025-09-12,0,
S2640,2025-09-12,1,
S2641,2025-09-12,0,
S2642,2025-09-12,0,
S2643,2025-09-12,1,
S2644,2025-09-12,0,
S2645,2025-09-12,0,
S2646,2025-09-12,1,
S2647,2025-09-12,1,
S2648,2025-09-12,0,
S2649,2025-09-12,0,
S2650,2025-09-12,0,
S2651,2025-09-12,1,
S2652,2025-09-12,0,
S2653,2025-09-12,1,
S2654,2025-09-12,0,
S2655,2025-09-12,1,
S2656,2025-09-12,0,
S2657,2025-09-12,0,
S2658,2025-09-12,0,
S2659,2025-09-12,0,
S2660,2025-09-12,0,
S2661,2025-09-12,0,
S2662,2025-09-12,0,
S2663,2025-09-12,1,
S2664,2025-09-12,1,
S2665,2025-09-12,1,
S2666,2025-09-12,0,
S2667,2025-09-12,0,
S2668,2025-09-12,1,
S2669,2025-09-12,0,
S2670,2025-09-12,0,
S2671,2025-09-12,1,
S2672,2025-09-12,1,
S2673,2025-09-12,0,
S2674,2025-09-12,0,
S2675,2025-09-12,0,
S2676,2025-09-12,0,
S2677,2025-09-12,0,
S2678,2025-09-12,0,
S2679,2025-09-12,0,
S2680,2025-09-12,0,
S2681,2025-09-12,0,
S2682,2025-09-12,0,
S2683,2025-09-12,0,
S2684,2025-09-12,0,
S2685,2025-09-12,0,
S2686,2025-09-12,1,
S2687,2025-09-12,1,
S2688,2025-09-12,1,
S2689,2025-09-12,0,
S2690,2025-09-12,1,
S2691,2025-09-12,0,
S2692,2025-09-12,1,
S2693,2025-09-12,1,
S2694,2025-09-12,0,
S2695,2025-09-12,0,
S2696,2025-09-12,0,
S2697,2025-09-12,1,
S2698,2025-09-12,1,
S2699,2025-09-12,0,
S2700,2025-09-12,0,
S2701,2025-09-12,0,
S2702,2025-09-12,1,
S2703,2025-09-12,1,
S2704,2025-09-12,0,
S2705,2025-09-12,0,
S2706,2025-09-12,0,
S2707,2025-09-12,0,
S2708,2025-09-12,1,
S2709,2025-09-12,1,
S2710,2025-09-12,1,
S2711,2025-09-12,1,
S2712,2025-09-12,0,
S2713,2025-09-12,1,
S2714,2025-09-12,0,
S2715,2025-09-12,0,
S2716,2025-09-12,1,
S2717,2025-09-12,0,
S2718,2025-09-12,0,
S2719,2025-09-12,1,
S2720,2025-09-12,0,
S2721,2025-09-12,1,
S2722,2025-09-12,0,
S2723,2025-09-12,1,
S2724,2025-09-12,0,
S2725,2025-09-12,0,
S2726,2025-09-12,1,
S2727,2025-09-12,0,
S2728,2025-09-12,0,
S2729,2025-09-12,1,
S2730,2025-09-12,0,
S2731,2025-09-12,1,
S2732,2025-09-12,1,
S2733,2025-09-12,0,
S2734,2025-09-12,0,
S2735,2025-09-12,0,
S2736,2025-09-12,1,
S2737,2025-09-12,0,
S2738,2025-09-12,0,
S2739,2025-09-12,0,
S2740,2025-09-12,0,
S2741,2025-09-12,0,
S2742,2025-09-12,0,
S2743,2025-09-12,0,
S2744,2025-09-12,0,
S2745,2025-09-12,1,
S2746,2025-09-12,0,
S2747,2025-09-12,1,
S2748,2025-09-12,0,
S2749,2025-09-12,0,
S2750,2025-09-12,0,
S2751,2025-09-12,0,
S2752,2025-09-12,0,
S2753,2025-09-12,0,
S2754,2025-09-12,0,
S2755,2025-09-12,0,
S2756,2025-09-12,0,
S2757,2025-09-12,1,
S2758,2025-09-12,0,
S2759,2025-09-12,0,
S2760,2025-09-12,0,
S2761,2025-09-12,1,
S2762,2025-09-12,0,
S2763,2025-09-12,0,
S2764,2025-09-12,0,
S2765,2025-09-12,0,
S2766,2025-09-12,0,
S2767,2025-09-12,0,
S2768,2025-09-12,0,
S2769,2025-09-12,1,
S2770,2025-09-12,0,
S2771,2025-09-12,0,
S2772,2025-09-12,1,
S2773,2025-09-12,1,
S2774,2025-09-12,1,
S2775,2025-09-12,1,
S2776,2025-09-12,0,
S2777,2025-09-12,0,
S2778,2025-09-12,0,
S2779,2025-09-12,0,
S2780,2025-09-12,0,
S2781,2025-09-12,1,
S2782,2025-09-12,0,
S2783,2025-09-12,1,
S2784,2025-09-12,1,
S2785,2025-09-12,0,
S2786,2025-09-12,1,
S2787,2025-09-12,0,
S2788,2025-09-12,0,
S2789,2025-09-12,0,
S2790,2025-09-12,0,
S2791,2025-09-12,1,
S2792,2025-09-12,0,
S2793,2025-09-12,0,
S2794,2025-09-12,0,
S2795,2025-09-12,1,
S2796,2025-09-12,0,
S2797,2025-09-12,0,
S2798,2025-09-12,0,
S2799,2025-09-12,0,
S2800,2025-09-12,0,
S2801,2025-09-12,1,
S2802,2025-09-12,0,
S2803,2025-09-12,0,
S2804,2025-09-12,1,
S2805,2025-09-12,0,
S2806,2025-09-12,0,
S2807,2025-09-12,0,
S2808,2025-09-12,1,
S2809,2025-09-12,0,
S2810,2025-09-12,1,
S2811,2025-09-12,0,
S2812,2025-09-12,0,
S2813,2025-09-12,0,
S2814,2025-09-12,0,
S2815,2025-09-12,0,
S2816,2025-09-12,0,
S2817,2025-09-12,0,
S2818,2025-09-12,0,
S2819,2025-09-12,1,
S2820,2025-09-12,0,
S2821,2025-09-12,0,
S2822,2025-09-12,0,
S2823,2025-09-12,1,
S2824,2025-09-12,0,
S2825,2025-09-12,0,
S2826,2025-09-12,0,
S2827,2025-09-12,0,
S2828,2025-09-12,0,
S2829,2025-09-12,0,
S2830,2025-09-12,0,
S2831,2025-09-12,0,
S2832,2025-09-12,1,
S2833,2025-09-12,0,
S2834,2025-09-12,0,
S2835,2025-09-12,0,
S2836,2025-09-12,0,
S2837,2025-09-12,0,
S2838,2025-09-12,0,
S2839,2025-09-12,0,
S2840,2025-09-12,0,
S2841,2025-09-12,0,
S2842,2025-09-12,0,
S2843,2025-09-12,0,
S2844,2025-09-12,0,
S2845,2025-09-12,1,
S2846,2025-09-12,1,
S2847,2025-09-12,0,
S2848,2025-09-12,1,
S2849,2025-09-12,0,
S2850,2025-09-12,1,
S2851,2025-09-12,0,
S2852,2025-09-12,1,
S2853,2025-09-12,1,
S2854,2025-09-12,0,
S2855,2025-09-12,1,
S2856,2025-09-12,0,
S2857,2025-09-12,0,
S2858,2025-09-12,0,
S2859,2025-09-12,0,
S2860,2025-09-12,0,
S2861,2025-09-12,1,
S2862,2025-09-12,1,
S2863,2025-09-12,0,
S2864,2025-09-12,0,
S2865,2025-09-12,0,
S2866,2025-09-12,1,
S2867,2025-09-12,0,
S2868,2025-09-12,0,
S2869,2025-09-12,0,
S2870,2025-09-12,1,
S2871,2025-09-12,0,
S2872,2025-09-12,0,
S2873,2025-09-12,0,
S2874,2025-09-12,0,
S2875,2025-09-12,0,
S2876,2025-09-12,1,
S2877,2025-09-12,0,
S2878,2025-09-12,1,
S2879,2025-09-12,0,
S2880,2025-09-12,0,
S2881,2025-09-12,0,
S2882,2025-09-12,0,
S2883,2025-09-12,0,
S2884,2025-09-12,0,
S2885,2025-09-12,0,
S2886,2025-09-12,1,
S2887,2025-09-12,0,
S2888,2025-09-12,0,
S2889,2025-09-12,0,
S2890,2025-09-12,1,
S2891,2025-09-12,1,
S2892,2025-09-12,0,
S2893,2025-09-12,0,
S2894,2025-09-12,0,
S2895,2025-09-12,0,
S2896,2025-09-12,0,
S2897,2025-09-12,1,
S2898,2025-09-12,0,
S2899,2025-09-12,1,
S2900,2025-09-12,0,
S2901,2025-09-12,0,
S2902,2025-09-12,0,
S2903,2025-09-12,0,
S2904,2025-09-12,0,
S2905,2025-09-12,0,
S2906,2025-09-12,1,
S2907,2025-09-12,0,
S2908,2025-09-12,0,
S2909,2025-09-12,0,
S2910,2025-09-12,1,
S2911,2025-09-12,0,
S2912,2025-09-12,0,
S2913,2025-09-12,0,
S2914,2025-09-12,0,
S2915,2025-09-12,1,
S2916,2025-09-12,0,
S2917,2025-09-12,0,
S2918,2025-09-12,1,
S2919,2025-09-12,0,
S2920,2025-09-12,0,
S2921,2025-09-12,0,
S2922,2025-09-12,1,
S2923,2025-09-12,1,
S2924,2025-09-12,1,
S2925,2025-09-12,0,
S2926,2025-09-12,0,
S2927,2025-09-12,0,
S2928,2025-09-12,0,
S2929,2025-09-12,0,
S2930,2025-09-12,0,
S2931,2025-09-12,0,
S2932,2025-09-12,1,
S2933,2025-09-12,0,
S2934,2025-09-12,0,
S2935,2025-09-12,0,
S2936,2025-09-12,1,
S2937,2025-09-12,0,
S2938,2025-09-12,0,
S2939,2025-09-12,1,
S2940,2025-09-12,1,
S2941,2025-09-12,1,
S2942,2025-09-12,0,
S2943,2025-09-12,1,
S2944,2025-09-12,1,
S2945,2025-09-12,0,
S2946,2025-09-12,0,
S2947,2025-09-12,0,
S2948,2025-09-12,1,
S2949,2025-09-12,0,
S2950,2025-09-12,0,
S2951,2025-09-12,0,
S2952,2025-09-12,0,
S2953,2025-09-12,0,
S2954,2025-09-12,0,
S2955,2025-09-12,0,
S2956,2025-09-12,0,
S2957,2025-09-12,0,
S2958,2025-09-12,0,
S2959,2025-09-12,0,
S2960,2025-09-12,0,
S2961,2025-09-12,0,
S2962,2025-09-12,0,
S2963,2025-09-12,1,
S2964,2025-09-12,1,
S2965,2025-09-12,0,
S2966,2025-09-12,1,
S2967,2025-09-12,1,
S2968,2025-09-12,0,
S2969,2025-09-12,0,
S2970,2025-09-12,0,
S2971,2025-09-12,0,
S2972,2025-09-12,1,
S2973,2025-09-12,1,
S2974,2025-09-12,0,
S2975,2025-09-12,1,
S2976,2025-09-12,1,
S2977,2025-09-12,0,
S2978,2025-09-12,0,
S2979,2025-09-12,1,
S2980,2025-09-12,0,
S2981,2025-09-12,0,
S2982,2025-09-12,1,
S2983,2025-09-12,0,
S2984,2025-09-12,1,
S2985,2025-09-12,1,
S2986,2025-09-12,0,
S2987,2025-09-12,0,
S2988,2025-09-12,0,
S2989,2025-09-12,0,
S2990,2025-09-12,1,
S2991,2025-09-12,0,
S2992,2025-09-12,1,
S2993,2025-09-12,1,
S2994,2025-09-12,1,
