student_id,event_date,activity_type,participation_score,notes
S1863,2025-01-11,club,5,note
S1863,2025-08-21,club,3,note
S1864,2024-10-28,club,2,note
S1865,2025-03-21,club,4,note
S1867,2025-05-11,club,1,note
S1867,2024-11-14,club,3,note
S1868,2024-12-28,club,5,note
S1869,2025-06-28,club,1,note
S1869,2025-07-05,club,5,note
S1870,2024-09-08,club,1,note
S1870,2024-12-22,club,1,note
S1871,2025-04-28,club,2,note
S1871,2024-10-17,club,4,note
S1871,2025-04-26,club,2,note
S1872,2025-02-19,club,4,note
S1873,2025-09-10,club,1,note
S1873,2024-12-05,club,1,note
S1874,2025-04-21,club,4,note
S1874,2024-08-20,club,1,note
S1874,2025-01-15,club,3,note
S1877,2025-04-01,club,3,note
S1878,2025-08-22,club,4,note
S1880,2024-08-13,club,3,note
S1881,2024-09-15,club,5,note
S1882,2024-09-04,club,4,note
S1882,2025-08-03,club,2,note
S1883,2025-02-23,club,1,note
S1888,2024-11-22,club,4,note
S1890,2025-06-19,club,3,note
S1893,2025-07-17,club,3,note
S1893,2024-11-19,club,2,note
S1894,2025-05-18,club,1,note
S1895,2025-06-21,club,1,note
S1895,2024-11-21,club,1,note
S1897,2024-08-14,club,5,note
S1898,2024-12-23,club,1,note
S1898,2025-01-01,club,3,note
S1899,2025-03-07,club,5,note
S1900,2025-06-28,club,1,note
S1900,2025-08-31,club,4,note
S1902,2025-07-29,club,2,note
S1904,2025-09-06,club,5,note
S1904,2025-03-19,club,3,note
S1904,2025-01-08,club,2,note
S1905,2024-08-19,club,4,note
S1906,2025-02-07,club,2,note
S1908,2025-04-13,club,2,note
S1908,2025-08-14,club,4,note
S1909,2024-12-22,club,4,note
S1910,2024-09-27,club,2,note
S1910,2024-08-15,club,2,note
S1910,2024-08-30,club,1,note
S1912,2025-03-15,club,2,note
S1912,2025-08-29,club,2,note
S1913,2024-11-26,club,4,note
S1913,2024-11-08,club,1,note
S1914,2024-11-19,club,1,note
S1915,2025-07-02,club,2,note
S1917,2024-09-24,club,2,note
S1918,2025-06-13,club,4,note
S1918,2025-05-09,club,4,note
S1919,2024-11-02,club,4,note
S1920,2025-03-16,club,2,note
S1920,2025-08-13,club,1,note
S1921,2024-11-02,club,4,note
S1921,2025-08-14,club,1,note
S1922,2025-02-15,club,1,note
S1923,2025-03-29,club,2,note
S1924,2024-10-15,club,2,note
S1924,2024-08-15,club,5,note
S1926,2024-09-02,club,3,note
S1926,2024-11-25,club,5,note
S1927,2024-12-26,club,3,note
S1927,2025-05-13,club,5,note
S1928,2024-12-24,club,4,note
S1929,2025-07-10,club,5,note
S1930,2024-12-19,club,3,note
S1931,2024-11-27,club,2,note
S1931,2024-11-28,club,2,note
S1932,2024-09-16,club,5,note
S1933,2025-02-15,club,5,note
S1934,2025-03-26,club,4,note
S1934,2024-09-26,club,1,note
S1935,2025-05-07,club,1,note
S1935,2025-02-27,club,1,note
S1935,2025-01-21,club,4,note
S1935,2025-02-03,club,4,note
S1936,2025-07-01,club,1,note
S1937,2024-12-28,club,4,note
S1940,2024-10-21,club,2,note
S1941,2025-01-22,club,1,note
S1942,2025-01-16,club,2,note
S1943,2024-11-10,club,3,note
S1946,2024-10-04,club,2,note
S1947,2025-04-18,club,3,note
S1948,2025-03-21,club,3,note
S1948,2024-11-30,club,4,note
S1950,2025-07-20,club,2,note
S1950,2025-02-28,club,3,note
S1951,2024-12-28,club,4,note
S1951,2025-01-01,club,2,note
S1952,2025-05-26,club,3,note
S1952,2024-11-28,club,1,note
S1952,2024-12-10,club,2,note
S1952,2025-08-04,club,1,note
S1953,2025-03-26,club,4,note
S1954,2025-06-16,club,5,note
S1954,2025-04-08,club,2,note
S1954,2025-04-13,club,1,note
S1954,2025-01-28,club,1,note
S1955,2024-10-27,club,1,note
S1955,2024-12-18,club,4,note
S1955,2025-08-29,club,2,note
S1957,2025-01-10,club,4,note
S1957,2025-01-10,club,3,note
S1957,2025-08-05,club,2,note
S1958,2024-08-11,club,3,note
S1959,2024-10-26,club,3,note
S1959,2025-01-31,club,2,note
S1959,2025-07-31,club,3,note
S1962,2025-05-27,club,3,note
S1964,2024-11-24,club,3,note
S1965,2024-12-11,club,4,note
S1965,2025-02-23,club,4,note
S1967,2025-01-17,club,3,note
S1967,2025-04-20,club,5,note
S1968,2025-09-11,club,4,note
S1970,2024-11-05,club,4,note
S1971,2025-01-03,club,3,note
S1971,2025-08-26,club,3,note
S1973,2024-12-19,club,2,note
S1974,2025-01-04,club,3,note
S1974,2024-08-11,club,2,note
S1975,2024-11-21,club,3,note
S1976,2024-11-25,club,3,note
S1976,2024-10-26,club,1,note
S1977,2024-08-29,club,2,note
S1978,2025-06-18,club,1,note
S1981,2024-12-20,club,4,note
S1981,2025-07-28,club,3,note
S1981,2025-05-09,club,3,note
S1983,2025-05-30,club,1,note
S1983,2024-11-06,club,1,note
S1984,2024-09-15,club,3,note
S1984,2025-08-03,club,1,note
S1985,2025-04-30,club,3,note
S1987,2024-08-31,club,1,note
S1987,2024-09-09,club,3,note
S1989,2025-01-07,club,5,note
S1991,2025-02-19,club,3,note
S1993,2025-04-01,club,4,note
S1993,2025-03-01,club,5,note
S1993,2025-01-03,club,5,note
S1994,2025-03-14,club,3,note
S1994,2025-08-15,club,4,note
S1995,2025-09-11,club,3,note
S1996,2025-02-03,club,5,note
S1997,2024-10-19,club,4,note
S1998,2025-01-24,club,3,note
S1999,2025-05-02,club,3,note
S1999,2025-04-18,club,2,note
S2000,2024-11-24,club,1,note
S2000,2025-07-30,club,1,note
S2001,2025-04-13,club,4,note
S2001,2024-12-13,club,1,note
S2003,2025-06-09,club,5,note
S2003,2025-05-04,club,1,note
S2004,2025-08-02,club,2,note
S2005,2025-04-02,club,2,note
S2005,2025-05-12,club,2,note
S2007,2025-01-29,club,5,note
S2010,2025-03-25,club,4,note
S2010,2025-03-05,club,2,note
S2010,2025-06-07,club,4,note
S2011,2025-05-18,club,5,note
S2011,2025-06-24,club,3,note
S2011,2025-02-09,club,1,note
S2012,2024-10-31,club,4,note
S2017,2025-01-30,club,3,note
S2017,2025-05-05,club,3,note
S2017,2024-12-02,club,1,note
S2018,2024-12-17,club,5,note
S2022,2025-02-22,club,3,note
S2022,2025-02-06,club,5,note
S2024,2024-11-25,club,3,note
S2024,2025-02-15,club,1,note
S2025,2025-04-24,club,2,note
S2025,2024-12-01,club,2,note
S2025,2025-07-30,club,1,note
S2025,2025-06-03,club,2,note
S2028,2025-01-21,club,5,note
S2035,2025-03-30,club,1,note
S2035,2025-02-15,club,2,note
S2035,2025-08-08,club,5,note
S2036,2024-10-27,club,5,note
S2037,2024-08-16,club,5,note
S2037,2024-09-01,club,1,note
S2038,2024-10-10,club,5,note
S2039,2025-08-03,club,4,note
S2041,2025-02-07,club,5,note
S2042,2024-12-11,club,1,note
S2042,2025-05-09,club,3,note
S2042,2025-06-14,club,5,note
S2044,2025-03-18,club,3,note
S2049,2025-03-26,club,3,note
S2050,2025-03-31,club,3,note
S2052,2025-05-25,club,1,note
S2053,2025-04-15,club,3,note
S2054,2025-08-19,club,5,note
S2058,2025-04-19,club,3,note
S2060,2025-07-24,club,4,note
S2061,2025-01-03,club,4,note
S2062,2025-08-09,club,4,note
S2063,2025-06-02,club,4,note
S2063,2025-07-20,club,1,note
S2064,2025-09-07,club,3,note
S2064,2025-04-18,club,3,note
S2064,2025-09-09,club,1,note
S2065,2025-02-16,club,4,note
S2066,2025-09-05,club,1,note
S2066,2024-12-09,club,1,note
S2066,2024-10-06,club,5,note
S2068,2025-04-21,club,3,note
S2068,2024-10-06,club,2,note
S2068,2025-05-30,club,5,note
S2071,2024-11-21,club,3,note
S2072,2025-05-13,club,1,note
S2072,2024-08-30,club,2,note
S2075,2025-03-09,club,2,note
S2075,2024-09-11,club,4,note
S2076,2025-08-10,club,4,note
S2078,2024-08-20,club,2,note
S2079,2024-11-25,club,2,note
S2080,2025-04-26,club,3,note
S2080,2024-11-28,club,2,note
S2080,2025-06-09,club,2,note
S2080,2025-05-22,club,5,note
S2082,2025-08-11,club,4,note
S2084,2025-03-18,club,5,note
S2084,2025-01-17,club,4,note
S2087,2024-11-01,club,4,note
S2091,2025-03-06,club,1,note
S2093,2025-09-07,club,5,note
S2093,2025-04-26,club,5,note
S2093,2025-08-11,club,1,note
S2093,2025-03-15,club,3,note
S2094,2025-02-02,club,4,note
S2095,2024-09-06,club,4,note
S2098,2024-12-15,club,3,note
S2099,2024-08-10,club,5,note
S2099,2025-08-19,club,2,note
S2099,2024-11-05,club,5,note
S2100,2024-09-18,club,1,note
S2101,2025-03-14,club,4,note
S2101,2025-09-11,club,5,note
S2101,2025-07-21,club,5,note
S2103,2024-11-23,club,2,note
S2104,2024-11-03,club,1,note
S2105,2025-01-20,club,4,note
S2106,2024-10-28,club,2,note
S2107,2025-08-22,club,1,note
S2108,2024-12-10,club,4,note
S2109,2025-05-25,club,1,note
S2109,2024-09-12,club,4,note
S2111,2025-02-24,club,2,note
S2114,2024-12-03,club,4,note
S2117,2025-05-01,club,1,note
S2117,2025-01-27,club,1,note
S2117,2025-04-25,club,4,note
S2118,2025-08-16,club,3,note
S2120,2025-01-24,club,5,note
S2121,2024-11-07,club,2,note
S2122,2025-08-17,club,2,note
S2123,2024-12-14,club,3,note
S2123,2025-04-07,club,4,note
S2124,2024-11-12,club,5,note
S2124,2024-10-08,club,4,note
S2124,2024-10-30,club,4,note
S2129,2025-01-18,club,5,note
S2130,2025-07-10,club,4,note
S2131,2024-10-08,club,4,note
S2133,2025-07-01,club,3,note
S2134,2024-11-17,club,4,note
S2137,2024-11-27,club,4,note
S2139,2024-11-01,club,2,note
S2140,2025-01-14,club,5,note
S2140,2025-06-05,club,3,note
S2141,2025-08-24,club,2,note
S2142,2025-05-05,club,5,note
S2143,2024-08-27,club,5,note
S2143,2025-04-18,club,4,note
S2143,2025-05-08,club,4,note
S2145,2025-06-01,club,1,note
S2146,2025-04-01,club,5,note
S2150,2025-07-06,club,5,note
S2150,2024-10-17,club,5,note
S2154,2025-01-12,club,4,note
S2154,2025-06-02,club,1,note
S2155,2024-10-13,club,4,note
S2155,2024-09-17,club,2,note
S2155,2024-08-17,club,4,note
S2155,2024-11-01,club,4,note
S2155,2024-11-27,club,4,note
S2159,2025-08-21,club,3,note
S2160,2025-07-23,club,4,note
S2162,2024-12-04,club,4,note
S2162,2024-12-30,club,5,note
S2164,2025-03-28,club,1,note
S2164,2024-11-23,club,2,note
S2167,2025-07-17,club,5,note
S2167,2025-03-15,club,2,note
S2167,2025-03-15,club,3,note
S2168,2025-07-04,club,1,note
S2168,2025-04-05,club,2,note
S2168,2024-10-30,club,3,note
S2170,2025-08-14,club,1,note
S2171,2025-02-23,club,5,note
S2172,2025-04-25,club,3,note
S2172,2025-04-10,club,3,note
S2172,2024-11-04,club,5,note
S2172,2025-07-23,club,4,note
S2173,2025-02-03,club,3,note
S2174,2025-02-20,club,1,note
S2175,2024-08-31,club,5,note
S2175,2025-02-20,club,5,note
S2176,2025-05-14,club,1,note
S2177,2025-06-07,club,2,note
S2177,2025-01-11,club,3,note
S2178,2025-05-26,club,2,note
S2179,2025-08-08,club,3,note
S2179,2024-12-04,club,3,note
S2180,2024-09-15,club,5,note
S2183,2025-08-10,club,5,note
S2183,2024-09-07,club,4,note
S2184,2025-01-09,club,1,note
S2184,2025-04-19,club,5,note
S2185,2025-08-18,club,3,note
S2186,2024-12-27,club,4,note
S2190,2025-06-21,club,1,note
S2191,2025-03-25,club,3,note
S2193,2025-04-23,club,5,note
S2195,2025-06-11,club,2,note
S2196,2024-11-13,club,1,note
S2196,2024-09-20,club,2,note
S2197,2025-05-17,club,2,note
S2198,2024-12-18,club,4,note
S2198,2025-07-01,club,4,note
S2199,2024-12-27,club,4,note
S2200,2025-02-13,club,5,note
S2200,2025-02-01,club,1,note
S2201,2025-07-12,club,3,note
S2204,2025-08-13,club,4,note
S2204,2025-06-24,club,5,note
S2205,2025-06-16,club,5,note
S2207,2025-04-26,club,3,note
S2207,2025-04-01,club,2,note
S2208,2024-09-01,club,3,note
S2208,2024-09-06,club,2,note
S2208,2025-03-04,club,1,note
S2209,2025-04-29,club,5,note
S2212,2025-05-04,club,5,note
S2213,2024-10-04,club,2,note
S2214,2024-08-11,club,1,note
S2216,2025-02-18,club,2,note
S2218,2025-02-17,club,5,note
S2218,2024-11-28,club,3,note
S2219,2025-04-25,club,5,note
S2221,2025-01-27,club,5,note
S2222,2025-04-20,club,1,note
S2224,2025-02-25,club,3,note
S2224,2024-09-13,club,2,note
S2225,2024-10-20,club,1,note
S2226,2025-04-27,club,2,note
S2229,2025-03-05,club,2,note
S2229,2024-11-01,club,4,note
S2229,2025-05-21,club,1,note
S2230,2025-08-28,club,4,note
S2231,2025-03-04,club,2,note
S2233,2025-02-11,club,2,note
S2233,2024-10-24,club,2,note
S2233,2025-02-02,club,1,note
S2233,2025-04-14,club,4,note
S2234,2025-01-02,club,3,note
S2234,2025-05-01,club,1,note
S2235,2024-11-06,club,2,note
S2235,2025-02-26,club,1,note
S2236,2025-08-05,club,2,note
S2238,2024-10-23,club,1,note
S2238,2024-12-29,club,2,note
S2238,2024-08-22,club,2,note
S2239,2024-11-01,club,1,note
S2239,2025-01-15,club,5,note
S2239,2025-06-19,club,5,note
S2241,2025-05-17,club,1,note
S2241,2025-05-27,club,2,note
S2241,2025-03-29,club,1,note
S2241,2024-09-15,club,3,note
S2242,2024-10-10,club,4,note
S2244,2025-06-20,club,2,note
S2245,2024-10-14,club,1,note
S2245,2024-09-07,club,5,note
S2246,2025-01-23,club,3,note
S2247,2025-06-05,club,1,note
S2247,2025-08-23,club,3,note
S2247,2025-06-10,club,4,note
S2247,2025-05-10,club,2,note
S2250,2025-04-14,club,5,note
S2252,2025-01-14,club,4,note
S2252,2025-02-26,club,1,note
S2252,2025-04-10,club,4,note
S2252,2025-01-18,club,5,note
S2253,2025-09-11,club,4,note
S2255,2025-05-20,club,5,note
S2257,2025-01-13,club,5,note
S2257,2025-07-13,club,2,note
S2257,2025-03-27,club,1,note
S2257,2024-11-11,club,4,note
S2259,2025-02-08,club,1,note
S2260,2024-09-04,club,3,note
S2260,2025-07-25,club,2,note
S2262,2025-08-29,club,1,note
S2262,2025-05-27,club,5,note
S2263,2025-08-25,club,2,note
S2264,2025-01-23,club,3,note
S2264,2024-08-24,club,4,note
S2264,2024-11-07,club,1,note
S2265,2024-10-08,club,2,note
S2271,2025-06-02,club,4,note
S2272,2024-12-11,club,3,note
S2273,2025-06-24,club,3,note
S2274,2024-09-19,club,5,note
S2277,2025-01-04,club,3,note
S2277,2025-03-02,club,3,note
S2278,2025-07-20,club,5,note
S2278,2024-10-18,club,4,note
S2279,2025-04-09,club,3,note
S2279,2025-05-25,club,2,note
S2280,2024-10-03,club,3,note
S2282,2024-12-28,club,1,note
S2282,2025-02-09,club,3,note
S2284,2025-05-02,club,5,note
S2285,2025-01-30,club,2,note
S2288,2024-11-03,club,1,note
S2288,2024-11-21,club,1,note
S2291,2025-06-20,club,2,note
S2293,2025-02-18,club,2,note
S2296,2025-07-30,club,5,note
S2296,2024-12-19,club,4,note
S2297,2025-07-03,club,2,note
S2299,2025-02-06,club,3,note
S2301,2024-12-02,club,2,note
S2301,2024-10-16,club,3,note
S2303,2025-03-22,club,1,note
S2305,2024-10-31,club,4,note
S2305,2025-03-21,club,4,note
S2306,2025-07-27,club,3,note
S2306,2025-03-31,club,5,note
S2307,2024-09-06,club,3,note
S2307,2025-03-03,club,4,note
S2308,2025-03-14,club,3,note
S2309,2025-04-13,club,5,note
S2310,2025-03-27,club,4,note
S2312,2025-03-04,club,1,note
S2312,2024-09-16,club,4,note
S2312,2025-01-18,club,5,note
S2312,2024-08-14,club,1,note
S2312,2025-02-03,club,5,note
S2313,2025-02-16,club,1,note
S2313,2024-08-14,club,3,note
S2314,2025-05-02,club,4,note
S2315,2025-07-14,club,5,note
S2317,2025-08-28,club,4,note
S2317,2025-03-29,club,3,note
S2319,2025-08-25,club,2,note
S2320,2025-01-08,club,1,note
S2320,2024-08-19,club,2,note
S2320,2025-08-30,club,2,note
S2322,2024-12-07,club,5,note
S2324,2025-08-27,club,4,note
S2324,2025-02-22,club,1,note
S2325,2025-03-27,club,4,note
S2325,2024-11-03,club,3,note
S2331,2024-11-26,club,3,note
S2331,2025-03-17,club,4,note
S2332,2024-08-22,club,3,note
S2332,2025-04-25,club,5,note
S2333,2025-04-14,club,3,note
S2333,2025-08-02,club,2,note
S2334,2025-07-29,club,5,note
S2334,2025-01-26,club,3,note
S2334,2024-11-30,club,1,note
S2335,2024-10-24,club,3,note
S2339,2024-11-14,club,3,note
S2340,2025-08-23,club,2,note
S2340,2025-03-29,club,2,note
S2340,2025-05-18,club,4,note
S2343,2025-04-05,club,1,note
S2343,2025-03-08,club,4,note
S2344,2024-11-17,club,4,note
S2345,2024-08-25,club,5,note
S2345,2025-01-09,club,1,note
S2345,2024-10-23,club,3,note
S2346,2025-06-20,club,1,note
S2347,2025-08-10,club,4,note
S2347,2024-09-29,club,5,note
S2347,2025-01-16,club,3,note
S2348,2024-11-09,club,1,note
S2348,2025-06-11,club,3,note
S2348,2024-12-02,club,1,note
S2350,2024-12-03,club,4,note
S2352,2024-09-11,club,1,note
S2352,2024-09-01,club,3,note
S2353,2024-11-04,club,2,note
S2353,2024-11-06,club,5,note
S2354,2025-09-04,club,5,note
S2354,2025-05-21,club,3,note
S2356,2025-06-09,club,5,note
S2357,2025-03-10,club,3,note
S2358,2025-01-27,club,4,note
S2359,2024-12-11,club,3,note
S2359,2025-06-13,club,5,note
S2360,2025-07-21,club,2,note
S2360,2025-01-08,club,5,note
S2362,2024-10-19,club,3,note
S2362,2025-02-03,club,3,note
S2365,2024-09-17,club,4,note
S2366,2024-09-02,club,2,note
S2366,2025-04-06,club,5,note
S2368,2025-02-13,club,2,note
S2370,2025-02-24,club,1,note
S2372,2024-10-09,club,1,note
S2373,2024-10-26,club,2,note
S2375,2024-09-20,club,5,note
S2375,2024-09-14,club,1,note
S2375,2025-03-04,club,1,note
S2376,2025-06-18,club,4,note
S2377,2024-09-30,club,1,note
S2377,2025-01-15,club,3,note
S2378,2025-07-10,club,4,note
S2380,2025-07-16,club,5,note
S2380,2025-02-24,club,3,note
S2382,2025-05-20,club,3,note
S2383,2025-01-04,club,3,note
S2383,2025-05-17,club,3,note
S2383,2025-04-29,club,3,note
S2384,2025-09-02,club,2,note
S2384,2024-09-16,club,1,note
S2385,2024-12-14,club,2,note
S2386,2025-05-26,club,3,note
S2387,2024-11-02,club,3,note
S2387,2024-10-01,club,5,note
S2387,2024-08-13,club,5,note
S2387,2025-05-25,club,4,note
S2389,2025-05-10,club,1,note
S2391,2025-04-08,club,1,note
S2393,2025-09-05,club,3,note
S2396,2025-03-19,club,2,note
S2397,2024-09-22,club,3,note
S2398,2025-07-02,club,2,note
S2401,2025-08-15,club,4,note
S2401,2025-07-12,club,4,note
S2403,2025-07-21,club,5,note
S2404,2025-01-03,club,5,note
S2406,2025-04-30,club,2,note
S2406,2025-02-05,club,3,note
S2408,2025-01-09,club,3,note
S2410,2024-08-19,club,4,note
S2411,2025-01-10,club,5,note
S2412,2024-08-09,club,1,note
S2412,2024-09-08,club,2,note
S2413,2024-12-15,club,5,note
S2414,2024-12-21,club,3,note
S2416,2024-11-25,club,1,note
S2416,2025-03-14,club,3,note
S2418,2025-01-30,club,1,note
S2419,2025-02-28,club,4,note
S2420,2024-10-06,club,4,note
S2420,2024-10-17,club,3,note
S2421,2025-06-09,club,1,note
S2423,2025-03-10,club,2,note
S2424,2025-04-26,club,2,note
S2424,2024-12-28,club,5,note
S2425,2025-07-19,club,4,note
S2426,2024-08-19,club,2,note
S2427,2025-03-04,club,5,note
S2429,2025-06-19,club,3,note
S2429,2025-05-26,club,5,note
S2431,2024-11-03,club,2,note
S2436,2024-11-26,club,5,note
S2437,2025-08-23,club,1,note
S2438,2025-07-18,club,5,note
S2439,2025-05-10,club,2,note
S2440,2025-06-23,club,1,note
S2440,2025-07-27,club,3,note
S2441,2024-11-09,club,5,note
S2442,2025-06-28,club,4,note
S2443,2024-12-08,club,4,note
S2443,2024-11-12,club,3,note
S2444,2024-10-06,club,3,note
S2445,2025-07-27,club,5,note
S2445,2025-07-05,club,1,note
S2445,2024-12-12,club,2,note
S2445,2025-04-01,club,5,note
S2448,2024-09-18,club,3,note
S2449,2025-03-20,club,4,note
S2449,2024-12-28,club,5,note
S2451,2024-09-27,club,5,note
S2451,2024-10-29,club,4,note
S2452,2024-10-08,club,4,note
S2454,2025-08-26,club,2,note
S2456,2024-08-12,club,3,note
S2456,2025-06-19,club,2,note
S2457,2024-08-24,club,3,note
S2458,2025-03-18,club,3,note
S2458,2025-08-09,club,2,note
S2458,2025-07-30,club,3,note
S2458,2025-02-26,club,1,note
S2459,2024-11-02,club,4,note
S2459,2024-09-25,club,2,note
S2459,2024-09-30,club,1,note
S2460,2024-10-13,club,2,note
S2461,2024-10-29,club,2,note
S2461,2024-09-20,club,3,note
S2461,2025-02-07,club,1,note
S2463,2025-02-04,club,4,note
S2464,2024-11-22,club,2,note
S2466,2025-05-06,club,3,note
S2466,2025-03-17,club,2,note
S2468,2025-07-30,club,2,note
S2469,2024-09-24,club,4,note
S2469,2025-01-11,club,5,note
S2470,2025-08-11,club,1,note
S2472,2025-03-15,club,5,note
S2472,2025-07-11,club,3,note
S2475,2024-08-23,club,2,note
S2476,2025-04-03,club,5,note
S2477,2025-08-22,club,2,note
S2477,2025-06-05,club,2,note
S2477,2025-09-06,club,3,note
S2478,2024-11-23,club,4,note
S2479,2025-07-25,club,2,note
S2480,2024-08-18,club,5,note
S2481,2024-11-02,club,1,note
S2483,2025-02-03,club,1,note
S2483,2025-05-19,club,5,note
S2483,2025-02-14,club,5,note
S2484,2024-12-22,club,5,note
S2484,2025-04-11,club,3,note
S2484,2024-09-12,club,5,note
S2485,2025-05-06,club,1,note
S2487,2025-02-06,club,4,note
S2488,2024-09-05,club,2,note
S2488,2024-09-20,club,2,note
S2489,2024-09-23,club,4,note
S2491,2025-04-30,club,2,note
S2492,2024-11-28,club,5,note
S2492,2025-04-17,club,3,note
S2493,2024-09-18,club,3,note
S2493,2024-10-22,club,3,note
S2493,2025-08-21,club,2,note
S2493,2024-09-09,club,1,note
S2493,2025-08-27,club,1,note
S2495,2025-09-09,club,4,note
S2497,2025-01-08,club,1,note
S2497,2025-05-07,club,1,note
S2497,2025-01-03,club,4,note
S2498,2025-07-06,club,2,note
S2498,2025-02-07,club,5,note
S2501,2024-09-04,club,1,note
S2502,2025-09-08,club,1,note
S2503,2025-01-04,club,5,note
S2503,2024-12-09,club,3,note
S2505,2025-03-01,club,4,note
S2505,2024-10-23,club,5,note
S2506,2025-07-03,club,4,note
S2509,2025-01-12,club,3,note
S2510,2024-12-11,club,2,note
S2510,2024-10-12,club,2,note
S2511,2025-01-20,club,2,note
S2511,2024-10-07,club,1,note
S2511,2025-01-06,club,1,note
S2512,2024-11-30,club,5,note
S2513,2025-02-06,club,2,note
S2514,2025-03-22,club,2,note
S2515,2025-04-27,club,3,note
S2515,2025-08-07,club,5,note
S2515,2025-07-27,club,5,note
S2516,2025-05-05,club,3,note
S2516,2025-06-10,club,5,note
S2517,2024-10-14,club,2,note
S2518,2024-08-28,club,5,note
S2519,2025-02-19,club,2,note
S2521,2025-03-03,club,4,note
S2523,2024-11-24,club,3,note
S2523,2024-11-04,club,5,note
S2524,2024-12-28,club,1,note
S2525,2025-07-30,club,2,note
S2528,2024-11-06,club,2,note
S2529,2025-05-02,club,5,note
S2530,2025-04-05,club,3,note
S2530,2025-02-22,club,4,note
S2533,2025-01-06,club,2,note
S2536,2024-12-09,club,3,note
S2537,2025-07-25,club,1,note
S2538,2024-08-26,club,5,note
S2538,2025-05-17,club,3,note
S2540,2025-08-20,club,1,note
S2541,2025-02-18,club,3,note
S2541,2025-08-08,club,2,note
S2542,2025-07-10,club,1,note
S2542,2025-08-25,club,5,note
S2544,2024-09-06,club,5,note
S2544,2024-10-27,club,3,note
S2545,2025-02-12,club,3,note
S2546,2025-01-16,club,2,note
S2547,2025-02-07,club,1,note
S2547,2025-05-08,club,4,note
S2549,2025-08-16,club,3,note
S2550,2024-09-16,club,4,note
S2552,2025-07-06,club,2,note
S2552,2025-01-17,club,2,note
S2552,2025-06-28,club,4,note
S2552,2024-11-25,club,1,note
S2555,2025-06-08,club,4,note
S2555,2024-09-24,club,4,note
S2556,2025-07-27,club,3,note
S2556,2025-01-05,club,5,note
S2556,2024-10-04,club,3,note
S2556,2025-05-15,club,1,note
S2557,2024-09-29,club,2,note
S2558,2025-04-27,club,5,note
S2558,2024-08-16,club,4,note
S2558,2025-05-24,club,3,note
S2559,2025-01-27,club,5,note
S2559,2024-12-13,club,3,note
S2562,2024-11-13,club,1,note
S2562,2025-05-07,club,4,note
S2563,2025-06-30,club,1,note
S2566,2025-04-02,club,1,note
S2568,2025-01-29,club,1,note
S2568,2025-03-26,club,5,note
S2568,2025-01-24,club,2,note
S2569,2025-06-17,club,4,note
S2570,2025-02-11,club,5,note
S2571,2025-03-10,club,2,note
S2572,2025-08-29,club,1,note
S2573,2025-09-08,club,1,note
S2574,2024-12-24,club,1,note
S2575,2024-09-02,club,2,note
S2576,2024-11-29,club,5,note
S2578,2025-06-25,club,3,note
S2579,2024-09-04,club,2,note
S2579,2024-11-21,club,3,note
S2579,2025-04-16,club,2,note
S2581,2024-10-17,club,1,note
S2583,2025-07-27,club,3,note
S2583,2024-09-01,club,5,note
S2584,2025-07-30,club,1,note
S2585,2024-11-04,club,2,note
S2585,2025-04-17,club,2,note
S2586,2025-04-14,club,2,note
S2586,2025-06-09,club,1,note
S2586,2025-01-04,club,2,note
S2587,2025-06-07,club,2,note
S2587,2025-08-30,club,3,note
S2588,2025-02-28,club,5,note
S2589,2025-06-05,club,1,note
S2591,2025-01-31,club,5,note
S2593,2025-01-11,club,5,note
S2594,2025-03-29,club,4,note
S2594,2024-10-29,club,3,note
S2595,2024-11-02,club,1,note
S2595,2025-07-19,club,1,note
S2596,2024-10-29,club,1,note
S2596,2025-09-04,club,5,note
S2597,2025-02-24,club,2,note
S2598,2025-01-06,club,4,note
S2599,2024-12-01,club,2,note
S2600,2025-04-24,club,3,note
S2600,2024-10-06,club,3,note
S2601,2025-02-04,club,3,note
S2602,2024-11-29,club,1,note
S2604,2025-04-04,club,5,note
S2609,2024-11-30,club,5,note
S2609,2025-05-17,club,3,note
S2612,2024-12-13,club,4,note
S2613,2024-08-18,club,1,note
S2614,2024-11-25,club,1,note
S2614,2025-08-05,club,2,note
S2616,2025-07-31,club,2,note
S2617,2024-11-26,club,1,note
S2619,2024-11-30,club,4,note
S2620,2025-06-02,club,3,note
S2620,2024-10-25,club,4,note
S2621,2025-08-14,club,2,note
S2622,2025-03-22,club,3,note
S2622,2025-02-10,club,4,note
S2624,2025-03-01,club,4,note
S2625,2025-03-31,club,5,note
S2625,2025-04-09,club,3,note
S2626,2024-11-10,club,2,note
S2626,2025-03-12,club,3,note
S2627,2025-02-21,club,2,note
S2627,2024-10-14,club,4,note
S2633,2024-09-08,club,3,note
S2633,2024-10-13,club,2,note
S2634,2025-07-28,club,4,note
S2635,2025-08-02,club,2,note
S2637,2025-05-23,club,3,note
S2637,2024-10-26,club,1,note
S2638,2025-05-03,club,1,note
S2639,2025-07-29,club,5,note
S2640,2025-06-11,club,4,note
S2640,2025-03-01,club,3,note
S2641,2025-03-18,club,4,note
S2641,2024-12-22,club,4,note
S2641,2024-09-20,club,1,note
S2642,2024-10-10,club,2,note
S2642,2024-08-09,club,2,note
S2643,2025-02-08,club,5,note
S2644,2025-02-08,club,3,note
S2645,2025-06-27,club,4,note
